date,"Education, Science & Tech",Entertainment,Gaming,Howto & Style,Music,News & Politics,Others
2018-04-16,31302,451468,109141,24387,382781,4265,41525
2018-04-23,25706,475901,109955,21061,239148,6568,44989
2018-04-30,39694,485060,102702,24350,280542,4312,41868
2018-05-07,30138,492949,107230,24256,283067,4618,37291
2018-05-14,33382,524606,97805,22600,248634,5936,41244
2018-05-21,48490,462041,109200,21132,211620,3802,47080
2018-05-28,34732,472232,109449,30964,407214,3925,40340
2018-06-04,29719,479068,108891,24851,198056,4030,58908
2018-06-11,33295,500594,108120,23436,259232,3495,50674
2018-06-18,41651,493391,102621,22868,216208,4320,39991
2018-06-25,25959,470168,102828,25353,198909,3998,45504
2018-07-02,25450,423315,99093,18232,207291,3493,40470
2018-07-09,25663,424121,101300,22499,215905,4982,37838
2018-07-16,21418,453997,99924,27013,265323,4219,38601
2018-07-23,36083,472690,102769,25551,345911,3866,50774
2018-07-30,21733,440990,94320,23275,288832,3705,60450
2018-08-06,42138,440151,107947,24131,208467,3850,46397
2018-08-13,22957,432487,94279,25014,234147,4938,50316
2018-08-20,22526,464558,98237,20073,237749,4106,44064
2018-08-27,23513,422616,96733,24004,205305,4532,54247
2018-09-03,32485,398233,103870,19748,232731,4583,44020
2018-09-10,34692,465488,92330,25063,240750,5442,58962
2018-09-17,38185,450518,94051,21980,233754,4214,44032
2018-09-24,27222,425162,106166,21541,339397,5696,42939
2018-10-01,29154,459401,91533,34159,225558,4677,45612
2018-10-08,25919,414538,98288,23734,342834,4822,46591
2018-10-15,22417,465263,97286,25604,269885,5128,39273
2018-10-22,39278,429967,99291,25181,230413,4747,46072
2018-10-29,28386,453898,112343,25470,264355,6219,40270
2018-11-05,25008,504786,98166,23696,268810,5504,42945
2018-11-12,34885,448116,100372,22087,227974,4978,38698
2018-11-19,30462,434763,94064,20645,166761,4942,42179
2018-11-26,41424,422359,94503,23839,240042,5591,41241
2018-12-03,26800,461301,107303,24043,186559,5046,42518
2018-12-10,35564,443525,101220,23801,254387,5867,47273
2018-12-17,27150,452874,98973,19292,201953,4576,41638
2018-12-24,21485,403956,87926,17263,156862,3868,38241
2018-12-31,19845,389971,84353,16077,143211,4065,32175
2019-01-07,18775,449626,90505,17938,152704,4661,33090
2019-01-14,26162,438675,99958,19693,208497,5412,37777
2019-01-21,26723,422762,92931,18207,185389,4892,184085
2019-01-28,24897,399912,96594,17514,244578,5522,63632
2019-02-04,24459,407342,95082,17772,156884,4564,39236
2019-02-11,29736,434176,95064,17814,217658,7069,40223
2019-02-18,23126,439987,91065,17280,171416,7544,37861
2019-02-25,22214,415738,96673,22085,193352,10462,35281
2019-03-04,22388,436380,91707,19914,147124,5843,37594
2019-03-11,24755,435412,87096,18021,154245,7018,39450
2019-03-18,22353,403001,90319,17344,327865,5587,34811
2019-03-25,27489,416136,94330,19743,181977,5325,34185
2019-04-01,22103,418574,86973,19352,179548,6379,35531
2019-04-08,19598,396865,88409,18887,143257,6223,35758
2019-04-15,18721,380432,86621,16503,129088,5529,33271
2019-04-22,22159,388098,96432,16625,161500,5920,30236
2019-04-29,18383,362008,80894,18419,150734,5555,31701
2019-05-06,17894,390222,86247,20565,143341,5326,30908
2019-05-13,19468,398611,81171,15345,201752,5112,30345
2019-05-20,15784,408181,84202,16875,151605,8687,32040
2019-05-27,19680,378415,81220,17202,143908,5914,32374
2019-06-03,13582,366843,82824,14722,131281,4869,29319
2019-06-10,14810,370342,78238,13801,130121,5429,27900
2019-06-17,13651,364862,78829,15678,134358,5044,27573
2019-06-24,12069,288996,70050,12214,119812,4700,26139
